Time Since Start (in seconds),Participant ID,Trial Number,Condition Number,Head Position x,Head Position y,Head Position z

176.8175,test,6,6,1.381027,1.855964,-1.150144

176.8286,test,6,6,1.380858,1.856103,-1.149258

176.8397,test,6,6,1.38063,1.856176,-1.148202

176.8508,test,6,6,1.380133,1.855928,-1.146171

176.8621,test,6,6,1.379903,1.856029,-1.145106

176.873,test,6,6,1.37958,1.856086,-1.143955

176.8841,test,6,6,1.379138,1.855944,-1.142135

176.8952,test,6,6,1.378854,1.856038,-1.140943

176.9062,test,6,6,1.378451,1.856113,-1.139742

176.9174,test,6,6,1.378082,1.856141,-1.138322

176.9285,test,6,6,1.377721,1.856234,-1.137019

176.9398,test,6,6,1.377258,1.856305,-1.135655

176.9507,test,6,6,1.376607,1.856037,-1.133425

176.9618,test,6,6,1.376154,1.856105,-1.131973

176.9729,test,6,6,1.375627,1.856189,-1.130482

176.9839,test,6,6,1.374977,1.856148,-1.128545

176.9951,test,6,6,1.374363,1.856221,-1.126939

177.0063,test,6,6,1.373754,1.856337,-1.125467

177.0175,test,6,6,1.372899,1.856223,-1.123291

177.0284,test,6,6,1.372169,1.856307,-1.121636

177.0395,test,6,6,1.371387,1.856424,-1.120144

177.0507,test,6,6,1.370636,1.856648,-1.118708

177.0619,test,6,6,1.36978,1.856736,-1.117053

177.0729,test,6,6,1.368793,1.856801,-1.115485

177.084,test,6,6,1.367806,1.85683,-1.11379

177.095,test,6,6,1.366818,1.856851,-1.11216

177.1062,test,6,6,1.365778,1.856871,-1.110576

177.1173,test,6,6,1.364859,1.857066,-1.109491

177.1286,test,6,6,1.363825,1.857074,-1.107986

177.1396,test,6,6,1.362775,1.85708,-1.106544

177.1506,test,6,6,1.361686,1.856822,-1.104852

177.1618,test,6,6,1.360652,1.856813,-1.103505

177.1727,test,6,6,1.359752,1.8568,-1.102241

177.1839,test,6,6,1.358648,1.856557,-1.100546

177.195,test,6,6,1.357692,1.856529,-1.099343

177.2061,test,6,6,1.356767,1.856549,-1.098297

177.2172,test,6,6,1.35577,1.856333,-1.096843

177.2283,test,6,6,1.354885,1.856312,-1.095865

177.2398,test,6,6,1.353888,1.856272,-1.095031

177.2505,test,6,6,1.353069,1.856172,-1.094028

177.2622,test,6,6,1.352347,1.856119,-1.093265

177.2728,test,6,6,1.351654,1.856075,-1.092609

177.2839,test,6,6,1.351012,1.85606,-1.091971

177.295,test,6,6,1.350438,1.856024,-1.091443

177.3061,test,6,6,1.350018,1.855994,-1.090975

177.3173,test,6,6,1.349671,1.855991,-1.090939

177.3282,test,6,6,1.349283,1.855982,-1.090626

177.3394,test,6,6,1.349059,1.855972,-1.090332

177.3505,test,6,6,1.348864,1.856028,-1.090301

177.3616,test,6,6,1.348647,1.855965,-1.090163

177.3727,test,6,6,1.34845,1.855912,-1.09018

177.3839,test,6,6,1.348422,1.855938,-1.090308

177.395,test,6,6,1.34842,1.855885,-1.090417

177.406,test,6,6,1.348528,1.855823,-1.090527

177.4171,test,6,6,1.348817,1.855911,-1.091193

177.4282,test,6,6,1.349037,1.855848,-1.091495

177.4393,test,6,6,1.34935,1.855776,-1.091831

177.4505,test,6,6,1.349773,1.855703,-1.092486

177.4617,test,6,6,1.350174,1.855619,-1.093021

177.4727,test,6,6,1.350719,1.855525,-1.09363

177.4838,test,6,6,1.351365,1.855513,-1.094849

177.4949,test,6,6,1.351953,1.855475,-1.095662

177.506,test,6,6,1.352564,1.855395,-1.096461

177.5171,test,6,6,1.353234,1.855334,-1.097472

177.5283,test,6,6,1.353887,1.855217,-1.098442

177.5394,test,6,6,1.354596,1.855092,-1.099437

177.5505,test,6,6,1.355322,1.854957,-1.100623

177.5615,test,6,6,1.356054,1.854835,-1.101791

177.5726,test,6,6,1.356803,1.854722,-1.103003

177.5837,test,6,6,1.357484,1.854599,-1.104157

177.5948,test,6,6,1.358186,1.854477,-1.105512

177.6059,test,6,6,1.358937,1.854356,-1.106864

177.617,test,6,6,1.359548,1.854192,-1.108138

177.6284,test,6,6,1.36016,1.854076,-1.10959

177.6393,test,6,6,1.360835,1.853951,-1.111052

177.6504,test,6,6,1.361436,1.85383,-1.112598

177.6616,test,6,6,1.36197,1.853733,-1.114168

177.6726,test,6,6,1.362564,1.853616,-1.115676

177.6837,test,6,6,1.363037,1.853518,-1.117149

177.6948,test,6,6,1.363525,1.853463,-1.118732

177.7061,test,6,6,1.364097,1.853424,-1.120281

177.7171,test,6,6,1.364652,1.853436,-1.122292

177.7282,test,6,6,1.365062,1.853391,-1.123947

177.7393,test,6,6,1.365625,1.853391,-1.125722

177.7503,test,6,6,1.365829,1.852972,-1.126913

177.7614,test,6,6,1.366096,1.852851,-1.128574

177.7725,test,6,6,1.366475,1.852803,-1.130524

177.7838,test,6,6,1.366608,1.852456,-1.131975

177.7948,test,6,6,1.366818,1.852311,-1.133631

177.8058,test,6,6,1.367111,1.852278,-1.135472

177.8169,test,6,6,1.367391,1.85221,-1.137583

177.828,test,6,6,1.367485,1.852142,-1.139235

177.8392,test,6,6,1.367601,1.85209,-1.140954

177.8503,test,6,6,1.367788,1.852252,-1.143268

177.8614,test,6,6,1.367787,1.85215,-1.144885

177.8725,test,6,6,1.367761,1.852074,-1.14651

177.8839,test,6,6,1.367735,1.852034,-1.148266

177.8947,test,6,6,1.367707,1.851991,-1.149833

177.9058,test,6,6,1.367679,1.852017,-1.151424

177.9169,test,6,6,1.367683,1.852153,-1.153111

177.928,test,6,6,1.367618,1.85217,-1.154639

177.9393,test,6,6,1.367583,1.85222,-1.156306

177.9502,test,6,6,1.367563,1.852274,-1.158147

177.9614,test,6,6,1.367444,1.852214,-1.159625

177.9725,test,6,6,1.367316,1.852158,-1.161236

177.9836,test,6,6,1.367588,1.852437,-1.164101

177.9947,test,6,6,1.367445,1.852355,-1.165546

178.0059,test,6,6,1.367437,1.852346,-1.167145

178.0169,test,6,6,1.367511,1.852373,-1.169147

178.0279,test,6,6,1.367414,1.852324,-1.17056

178.039,test,6,6,1.367445,1.852336,-1.172168

178.0501,test,6,6,1.36743,1.852389,-1.173797

178.0614,test,6,6,1.367352,1.852326,-1.175112

178.0724,test,6,6,1.367252,1.852403,-1.17673

178.0835,test,6,6,1.367431,1.852728,-1.178777

178.0947,test,6,6,1.367384,1.852717,-1.179993

178.1057,test,6,6,1.3674,1.852763,-1.181376

178.1168,test,6,6,1.367304,1.852584,-1.182454

178.1279,test,6,6,1.367224,1.852479,-1.183574

178.1392,test,6,6,1.36712,1.852369,-1.184927

178.1501,test,6,6,1.366996,1.852182,-1.185869

178.1613,test,6,6,1.366928,1.851998,-1.186918

178.1723,test,6,6,1.366887,1.851872,-1.188038

178.1835,test,6,6,1.366758,1.851532,-1.188728

178.1949,test,6,6,1.366741,1.851338,-1.18967

178.2057,test,6,6,1.366837,1.851181,-1.19075

178.2168,test,6,6,1.36667,1.850636,-1.191079

178.2279,test,6,6,1.366677,1.850387,-1.191916

178.239,test,6,6,1.366693,1.850124,-1.192795

178.2501,test,6,6,1.366538,1.849594,-1.192949

178.2615,test,6,6,1.366591,1.849329,-1.19371

178.2723,test,6,6,1.366657,1.849136,-1.194475

178.2834,test,6,6,1.366766,1.848978,-1.195167

178.2945,test,6,6,1.366893,1.848785,-1.195804

178.3056,test,6,6,1.366987,1.848598,-1.196336

178.3167,test,6,6,1.367007,1.848372,-1.196471

178.3278,test,6,6,1.367163,1.848242,-1.196906

178.3391,test,6,6,1.367307,1.848113,-1.197321

178.3501,test,6,6,1.367644,1.848201,-1.198236

178.3614,test,6,6,1.367844,1.848122,-1.198557

178.3723,test,6,6,1.368013,1.848066,-1.198784

178.3835,test,6,6,1.368283,1.848006,-1.199207

178.3945,test,6,6,1.368544,1.847995,-1.199358

178.4057,test,6,6,1.368704,1.847976,-1.199424

178.4167,test,6,6,1.369208,1.848243,-1.200101

178.4278,test,6,6,1.369516,1.848301,-1.200116

178.4389,test,6,6,1.369795,1.848298,-1.199922

178.45,test,6,6,1.370278,1.848476,-1.200382

178.4612,test,6,6,1.370626,1.848529,-1.200275

178.4722,test,6,6,1.370936,1.848568,-1.199939

178.4833,test,6,6,1.371459,1.848749,-1.200239

178.4944,test,6,6,1.371861,1.848978,-1.200021

178.5055,test,6,6,1.372105,1.84914,-1.199589

178.5166,test,6,6,1.372626,1.849416,-1.199675

178.5277,test,6,6,1.373034,1.849648,-1.199343

178.5389,test,6,6,1.373325,1.849838,-1.198508

178.5499,test,6,6,1.373588,1.850001,-1.197559

178.5611,test,6,6,1.374028,1.850541,-1.19704

178.5722,test,6,6,1.37429,1.850998,-1.196212

178.5833,test,6,6,1.37449,1.851212,-1.194997

178.5944,test,6,6,1.374866,1.851803,-1.194307

178.6055,test,6,6,1.375145,1.852267,-1.193246

178.6166,test,6,6,1.375356,1.85278,-1.192067

178.628,test,6,6,1.375694,1.853397,-1.191296

178.6388,test,6,6,1.375848,1.853965,-1.190239

178.6499,test,6,6,1.376014,1.854431,-1.18908

178.6619,test,6,6,1.37625,1.855015,-1.188212

178.6721,test,6,6,1.376376,1.855523,-1.187174

178.6832,test,6,6,1.376585,1.856059,-1.186466

178.6944,test,6,6,1.376762,1.856493,-1.185624

178.7054,test,6,6,1.376889,1.85685,-1.184695

178.7167,test,6,6,1.376863,1.857094,-1.183336

178.7277,test,6,6,1.376952,1.857378,-1.182513

178.7388,test,6,6,1.376999,1.8576,-1.181605

178.75,test,6,6,1.377051,1.857812,-1.180783

178.761,test,6,6,1.37707,1.857967,-1.18003

178.7721,test,6,6,1.376994,1.858104,-1.179237

178.7832,test,6,6,1.376852,1.858131,-1.178079

178.7943,test,6,6,1.376825,1.858179,-1.177384

178.8053,test,6,6,1.376881,1.858177,-1.176623

178.8165,test,6,6,1.376994,1.858392,-1.176531

178.8276,test,6,6,1.376938,1.858346,-1.175922

178.8388,test,6,6,1.376706,1.858242,-1.175413

178.8498,test,6,6,1.376899,1.858351,-1.175969

178.861,test,6,6,1.376788,1.858244,-1.175543

178.8721,test,6,6,1.376778,1.858112,-1.175082

178.8831,test,6,6,1.376856,1.858258,-1.17548

178.8942,test,6,6,1.376723,1.858147,-1.175203

178.9054,test,6,6,1.376458,1.858017,-1.174875

178.9165,test,6,6,1.376435,1.85801,-1.17506

178.9275,test,6,6,1.376309,1.857918,-1.174814

178.9389,test,6,6,1.376213,1.857815,-1.174476

178.9499,test,6,6,1.376149,1.857793,-1.174452

178.9609,test,6,6,1.376029,1.857775,-1.174268

178.972,test,6,6,1.37607,1.857724,-1.173887

178.9831,test,6,6,1.376008,1.857782,-1.173859

178.9943,test,6,6,1.375906,1.857788,-1.173668

179.0053,test,6,6,1.375718,1.857748,-1.173428

179.0164,test,6,6,1.375592,1.857675,-1.173178

179.0275,test,6,6,1.375494,1.857667,-1.17302

179.0388,test,6,6,1.375363,1.857649,-1.172712

179.0498,test,6,6,1.375214,1.857564,-1.172393

179.061,test,6,6,1.375119,1.857558,-1.172248

179.072,test,6,6,1.375138,1.857577,-1.171992

179.0831,test,6,6,1.375013,1.857531,-1.171751

179.0942,test,6,6,1.374927,1.857589,-1.171635

179.1053,test,6,6,1.374818,1.857632,-1.171376

179.1164,test,6,6,1.374697,1.857642,-1.17109

179.1275,test,6,6,1.374621,1.857718,-1.170978

179.1387,test,6,6,1.374622,1.85776,-1.170784

179.1497,test,6,6,1.374552,1.857762,-1.170648

179.1609,test,6,6,1.374505,1.857805,-1.170575

179.1719,test,6,6,1.37442,1.857838,-1.170451

179.1831,test,6,6,1.374357,1.857811,-1.17035

179.1941,test,6,6,1.374325,1.857839,-1.1703

179.2052,test,6,6,1.374327,1.857852,-1.170116

179.2164,test,6,6,1.374285,1.85785,-1.169985

179.2275,test,6,6,1.374278,1.857871,-1.169936

179.2386,test,6,6,1.374345,1.857875,-1.169837

179.2497,test,6,6,1.374392,1.857845,-1.16991

179.2609,test,6,6,1.374418,1.857831,-1.169887

179.2718,test,6,6,1.374447,1.857778,-1.169764

179.283,test,6,6,1.374531,1.85775,-1.16989

179.294,test,6,6,1.374583,1.85772,-1.169891

179.3051,test,6,6,1.374568,1.857679,-1.169809

179.3163,test,6,6,1.374676,1.857691,-1.17002

179.3274,test,6,6,1.374719,1.857642,-1.170013

179.3386,test,6,6,1.374915,1.857559,-1.169904

179.3496,test,6,6,1.375029,1.857582,-1.170094

179.3607,test,6,6,1.375104,1.857512,-1.170085

179.3718,test,6,6,1.375152,1.857443,-1.170068

179.383,test,6,6,1.375215,1.857383,-1.17006

179.3939,test,6,6,1.375264,1.857333,-1.170075

179.4051,test,6,6,1.375353,1.857269,-1.170014

179.4163,test,6,6,1.375423,1.857196,-1.170033

179.4273,test,6,6,1.375509,1.857143,-1.17004

179.4384,test,6,6,1.37557,1.8571,-1.170042

179.4496,test,6,6,1.375702,1.857141,-1.17028

179.4607,test,6,6,1.375752,1.857085,-1.170292

179.4717,test,6,6,1.375922,1.857044,-1.170198

179.4828,test,6,6,1.376026,1.857034,-1.170436

179.494,test,6,6,1.376062,1.856972,-1.170431

179.505,test,6,6,1.376138,1.856914,-1.170419

179.5162,test,6,6,1.376223,1.856886,-1.170704

179.5272,test,6,6,1.37624,1.856831,-1.170707

179.5385,test,6,6,1.376256,1.856772,-1.170711

179.5495,test,6,6,1.376331,1.856849,-1.17097

179.5605,test,6,6,1.376329,1.856804,-1.170952

179.5717,test,6,6,1.376371,1.856749,-1.170895

179.5828,test,6,6,1.376443,1.85681,-1.171159

179.5939,test,6,6,1.376438,1.856742,-1.171144

179.605,test,6,6,1.376462,1.856684,-1.171083

179.6161,test,6,6,1.37653,1.856684,-1.171343

179.6272,test,6,6,1.376511,1.856616,-1.171317

179.6383,test,6,6,1.376453,1.856555,-1.171284

179.6495,test,6,6,1.376515,1.856598,-1.171617

179.6608,test,6,6,1.376447,1.856536,-1.171559

179.6717,test,6,6,1.376378,1.85646,-1.171522

179.6827,test,6,6,1.37636,1.856442,-1.171662

179.6938,test,6,6,1.376289,1.856377,-1.171617

179.7049,test,6,6,1.376272,1.856311,-1.171538

179.7161,test,6,6,1.376309,1.856395,-1.17187

179.7272,test,6,6,1.376217,1.85634,-1.171802

179.7383,test,6,6,1.376117,1.856291,-1.171754

179.7494,test,6,6,1.376063,1.856296,-1.1719

179.7605,test,6,6,1.37595,1.856284,-1.171822

179.7716,test,6,6,1.375781,1.856247,-1.171693

179.7827,test,6,6,1.375753,1.856312,-1.171964

179.7939,test,6,6,1.375639,1.85629,-1.171889

179.8049,test,6,6,1.375562,1.856259,-1.171726

179.816,test,6,6,1.375483,1.856356,-1.171799

179.8271,test,6,6,1.375353,1.856334,-1.171708

179.8382,test,6,6,1.375295,1.856328,-1.17157

179.8494,test,6,6,1.37523,1.856365,-1.171625

179.8605,test,6,6,1.375118,1.856361,-1.171509

179.8715,test,6,6,1.374992,1.856351,-1.171373

179.8827,test,6,6,1.37491,1.856384,-1.171351

179.8938,test,6,6,1.374815,1.856352,-1.17125

179.905,test,6,6,1.374661,1.856313,-1.17116

179.916,test,6,6,1.374588,1.856255,-1.171184

179.9271,test,6,6,1.374476,1.856196,-1.171068

179.9382,test,6,6,1.374388,1.856146,-1.170892

179.9493,test,6,6,1.374373,1.856183,-1.171024

179.9604,test,6,6,1.374296,1.856133,-1.17088

179.9715,test,6,6,1.374232,1.856117,-1.170754

179.9827,test,6,6,1.37423,1.856128,-1.170915

179.994,test,6,6,1.374141,1.856079,-1.170794

180.0049,test,6,6,1.374049,1.85602,-1.170629

180.016,test,6,6,1.373956,1.856072,-1.170565

180.027,test,6,6,1.373852,1.856075,-1.170423

180.0381,test,6,6,1.373745,1.856082,-1.17027

180.0493,test,6,6,1.3737,1.856191,-1.170351

180.0606,test,6,6,1.373603,1.856205,-1.170219

180.0715,test,6,6,1.373503,1.856201,-1.170075

180.0826,test,6,6,1.373381,1.856217,-1.170092

180.0937,test,6,6,1.37327,1.856226,-1.16996

180.1048,test,6,6,1.373182,1.856215,-1.169784

180.116,test,6,6,1.373115,1.856247,-1.16984

180.127,test,6,6,1.372988,1.856256,-1.169737

180.1382,test,6,6,1.372802,1.856251,-1.16957

180.1492,test,6,6,1.372736,1.856309,-1.169686

180.1604,test,6,6,1.372626,1.856304,-1.169592

180.1714,test,6,6,1.372667,1.856305,-1.169418

180.1826,test,6,6,1.372643,1.856391,-1.169516

180.1937,test,6,6,1.372558,1.856416,-1.169446

180.2047,test,6,6,1.372342,1.856414,-1.169373

180.2159,test,6,6,1.372274,1.856497,-1.169521

180.227,test,6,6,1.372156,1.85647,-1.169443

180.2381,test,6,6,1.371984,1.856431,-1.16933

180.2491,test,6,6,1.371894,1.856452,-1.169384

180.2606,test,6,6,1.371767,1.856415,-1.169326

180.2714,test,6,6,1.371626,1.85642,-1.169263

180.2825,test,6,6,1.371546,1.856427,-1.169376

180.2936,test,6,6,1.371407,1.856394,-1.169315

180.305,test,6,6,1.371191,1.85637,-1.169215

180.3158,test,6,6,1.371069,1.856356,-1.169224

180.3269,test,6,6,1.370924,1.85636,-1.169163

180.338,test,6,6,1.370756,1.856358,-1.169083

180.3493,test,6,6,1.370647,1.856401,-1.169135

180.3602,test,6,6,1.370496,1.856401,-1.169093

180.3713,test,6,6,1.370422,1.856402,-1.168971

180.3824,test,6,6,1.37035,1.856419,-1.169135

180.3936,test,6,6,1.370203,1.856408,-1.169074

180.4048,test,6,6,1.370031,1.856418,-1.168978

180.4157,test,6,6,1.369975,1.856559,-1.169229

180.427,test,6,6,1.36983,1.856581,-1.169164

180.438,test,6,6,1.36965,1.856605,-1.169062

180.4492,test,6,6,1.369598,1.856643,-1.169263

180.4603,test,6,6,1.369471,1.856656,-1.169207

180.4713,test,6,6,1.369339,1.856671,-1.169156

180.4824,test,6,6,1.369365,1.856755,-1.169193

180.4935,test,6,6,1.369257,1.856754,-1.169147

180.5046,test,6,6,1.369131,1.856776,-1.169091

180.5158,test,6,6,1.368977,1.856794,-1.169251

180.5268,test,6,6,1.368863,1.856807,-1.169203

180.5379,test,6,6,1.368798,1.856807,-1.169079

180.5492,test,6,6,1.368796,1.856939,-1.169409

180.5601,test,6,6,1.368696,1.856919,-1.169348

180.5713,test,6,6,1.368449,1.856898,-1.169235

180.5824,test,6,6,1.368471,1.857069,-1.169698

180.5935,test,6,6,1.368357,1.857042,-1.169657

180.6045,test,6,6,1.368205,1.856976,-1.169506

180.6156,test,6,6,1.368241,1.857125,-1.169978

180.6268,test,6,6,1.36814,1.857135,-1.169949

180.6379,test,6,6,1.368001,1.85711,-1.16978

180.6491,test,6,6,1.368032,1.857235,-1.170185

180.6602,test,6,6,1.367929,1.857249,-1.170169

180.6712,test,6,6,1.367798,1.857216,-1.170056

180.6824,test,6,6,1.367905,1.857474,-1.170758

180.6934,test,6,6,1.367788,1.857458,-1.170756

180.7045,test,6,6,1.36762,1.857426,-1.170603

180.7156,test,6,6,1.367662,1.857614,-1.171156

180.7267,test,6,6,1.367547,1.857643,-1.171165

180.7379,test,6,6,1.36741,1.857683,-1.171164

180.7489,test,6,6,1.367396,1.857805,-1.171452

180.7601,test,6,6,1.367282,1.857831,-1.171468

180.7711,test,6,6,1.367171,1.857859,-1.171483

180.7823,test,6,6,1.367134,1.857981,-1.171726

180.7934,test,6,6,1.367005,1.857992,-1.171753

180.8045,test,6,6,1.366838,1.857936,-1.171573

180.8156,test,6,6,1.366833,1.858072,-1.171993

180.8267,test,6,6,1.366709,1.858078,-1.172043

180.8378,test,6,6,1.366582,1.858075,-1.172107

180.849,test,6,6,1.366539,1.85815,-1.17244

180.86,test,6,6,1.366401,1.858177,-1.172486

180.8711,test,6,6,1.366266,1.858182,-1.172543

180.8823,test,6,6,1.366228,1.858278,-1.172905

180.8934,test,6,6,1.366099,1.858286,-1.172968

180.9044,test,6,6,1.365941,1.858221,-1.172834

180.9155,test,6,6,1.365983,1.858428,-1.173425

180.9266,test,6,6,1.365883,1.858468,-1.173491

180.9377,test,6,6,1.365778,1.858528,-1.173548

180.9489,test,6,6,1.365755,1.858603,-1.173667

180.9599,test,6,6,1.365637,1.858634,-1.173725

180.971,test,6,6,1.365468,1.858609,-1.173511

180.9823,test,6,6,1.365408,1.858582,-1.173775

180.9932,test,6,6,1.365297,1.858603,-1.173841

181.0044,test,6,6,1.365183,1.858603,-1.173894

181.0155,test,6,6,1.36492,1.858526,-1.173422

181.0266,test,6,6,1.364809,1.858544,-1.173454

181.0376,test,6,6,1.364697,1.858573,-1.173482

181.0488,test,6,6,1.364518,1.858483,-1.173113

181.0601,test,6,6,1.364415,1.858498,-1.173119

181.071,test,6,6,1.364315,1.858521,-1.173135

181.0821,test,6,6,1.363968,1.85828,-1.172549

181.0932,test,6,6,1.363851,1.858295,-1.172526

181.1043,test,6,6,1.363734,1.858289,-1.172531

181.1154,test,6,6,1.363436,1.85807,-1.171797

181.1265,test,6,6,1.36331,1.858059,-1.171764

181.1379,test,6,6,1.363183,1.858048,-1.17173

181.1487,test,6,6,1.363018,1.85798,-1.171532

181.1598,test,6,6,1.362714,1.857786,-1.170899

181.171,test,6,6,1.362587,1.857801,-1.170854

181.1822,test,6,6,1.36242,1.857726,-1.170571

181.1935,test,6,6,1.362221,1.857689,-1.170225

181.2043,test,6,6,1.362096,1.857695,-1.170142

181.2153,test,6,6,1.36193,1.857651,-1.16994

181.2265,test,6,6,1.361686,1.857503,-1.169381

181.2377,test,6,6,1.361584,1.857506,-1.169291

181.249,test,6,6,1.361379,1.857494,-1.169107

181.2599,test,6,6,1.36116,1.857352,-1.168678

181.2709,test,6,6,1.361061,1.857346,-1.168597

181.282,test,6,6,1.360952,1.8573,-1.168357

181.2932,test,6,6,1.36078,1.857203,-1.168095

181.3042,test,6,6,1.360674,1.857183,-1.167996

181.3153,test,6,6,1.360546,1.857118,-1.167817

181.3265,test,6,6,1.36044,1.857089,-1.167713

181.3376,test,6,6,1.360333,1.857083,-1.167619

181.349,test,6,6,1.360183,1.857047,-1.16742

181.3598,test,6,6,1.360108,1.856997,-1.167402

181.3709,test,6,6,1.360011,1.856992,-1.167298

181.382,test,6,6,1.359916,1.856898,-1.16722

181.3932,test,6,6,1.359827,1.856888,-1.167124

181.4043,test,6,6,1.359754,1.856859,-1.16702

181.4153,test,6,6,1.359705,1.856856,-1.16698

181.4264,test,6,6,1.35963,1.856822,-1.166885

181.4375,test,6,6,1.359557,1.856803,-1.166781

181.4486,test,6,6,1.359606,1.856833,-1.167019

181.4598,test,6,6,1.359569,1.856798,-1.16695

181.4708,test,6,6,1.359524,1.856783,-1.166842

181.4819,test,6,6,1.359616,1.856865,-1.167117

181.493,test,6,6,1.359595,1.856833,-1.167035

181.5041,test,6,6,1.359578,1.85679,-1.166949

181.5153,test,6,6,1.359551,1.856778,-1.167153

181.5264,test,6,6,1.359528,1.856737,-1.16709

181.5375,test,6,6,1.359525,1.856693,-1.167023

181.5486,test,6,6,1.359755,1.856862,-1.167477

181.5597,test,6,6,1.359755,1.856836,-1.167434

181.5708,test,6,6,1.359755,1.856821,-1.167373

181.5819,test,6,6,1.35971,1.856786,-1.167451

181.593,test,6,6,1.359713,1.856764,-1.167419

181.6041,test,6,6,1.359724,1.856736,-1.167376

181.6153,test,6,6,1.359735,1.856754,-1.167654

181.6263,test,6,6,1.359742,1.856732,-1.167652

181.6374,test,6,6,1.359738,1.856735,-1.167633

181.6485,test,6,6,1.359738,1.856774,-1.167704

181.6598,test,6,6,1.359765,1.856772,-1.167704

181.6708,test,6,6,1.359793,1.856777,-1.167692

181.6819,test,6,6,1.359833,1.856831,-1.168031

181.693,test,6,6,1.359859,1.856851,-1.168037

181.7041,test,6,6,1.359887,1.856833,-1.168042

181.7151,test,6,6,1.35999,1.856883,-1.168366

181.7262,test,6,6,1.36001,1.856841,-1.168379

181.7374,test,6,6,1.360028,1.856825,-1.168404

181.7485,test,6,6,1.360027,1.856782,-1.168354

181.7596,test,6,6,1.360051,1.856756,-1.168388

181.7707,test,6,6,1.360059,1.856731,-1.168421

181.7818,test,6,6,1.360059,1.856685,-1.168653

181.7929,test,6,6,1.36007,1.856656,-1.168675

181.804,test,6,6,1.360075,1.856653,-1.168689

181.8151,test,6,6,1.36023,1.85677,-1.169075

181.8262,test,6,6,1.360256,1.856751,-1.169112

181.8373,test,6,6,1.360256,1.856732,-1.169136

181.8485,test,6,6,1.360389,1.856736,-1.169391

181.8596,test,6,6,1.360395,1.856734,-1.169431

181.8707,test,6,6,1.360387,1.856724,-1.169432

181.8818,test,6,6,1.360493,1.856814,-1.169635

181.8928,test,6,6,1.36048,1.856795,-1.169641

181.904,test,6,6,1.360464,1.856766,-1.169662

181.9151,test,6,6,1.360504,1.856778,-1.169818

181.9262,test,6,6,1.360553,1.856757,-1.1698

181.9373,test,6,6,1.36054,1.856761,-1.169811

181.9488,test,6,6,1.360619,1.856774,-1.169972

181.9596,test,6,6,1.360653,1.856806,-1.16997

181.9706,test,6,6,1.360745,1.858333,-1.170508

181.9818,test,6,6,1.360804,1.858343,-1.170645

181.9928,test,6,6,1.360869,1.858341,-1.170619

182.0039,test,6,6,1.360867,1.858414,-1.170653

182.015,test,6,6,1.360971,1.858399,-1.170791

182.026,test,6,6,1.360996,1.858433,-1.170773

182.0372,test,6,6,1.360995,1.858429,-1.170792

182.0483,test,6,6,1.36105,1.858415,-1.170887

182.0597,test,6,6,1.361022,1.858406,-1.170931

182.0706,test,6,6,1.361029,1.858388,-1.170944

182.0817,test,6,6,1.361126,1.858347,-1.171093

182.0928,test,6,6,1.361141,1.85834,-1.171092

182.1039,test,6,6,1.361147,1.858335,-1.171092

182.115,test,6,6,1.361118,1.858322,-1.171003

182.1262,test,6,6,1.361131,1.858328,-1.170998

182.1373,test,6,6,1.361137,1.858335,-1.170996

182.1485,test,6,6,1.361232,1.858312,-1.17111

182.1596,test,6,6,1.361246,1.858324,-1.171096

182.1705,test,6,6,1.361218,1.858324,-1.171038

182.1817,test,6,6,1.361314,1.858298,-1.171255

182.1927,test,6,6,1.361333,1.858266,-1.17125

182.2038,test,6,6,1.36135,1.858242,-1.171243

182.2149,test,6,6,1.361366,1.858254,-1.171312

182.226,test,6,6,1.361378,1.858235,-1.171302

182.2372,test,6,6,1.361394,1.858175,-1.171286

182.2482,test,6,6,1.361521,1.858207,-1.171449

182.2594,test,6,6,1.361543,1.858192,-1.171436

182.2704,test,6,6,1.36156,1.858165,-1.171313

182.282,test,6,6,1.361648,1.858023,-1.171472

182.2928,test,6,6,1.361671,1.857997,-1.171444

182.3037,test,6,6,1.361687,1.857972,-1.171419

182.3148,test,6,6,1.361664,1.858056,-1.171415

182.3259,test,6,6,1.361674,1.858038,-1.171374

182.3371,test,6,6,1.361686,1.858013,-1.17133

182.3482,test,6,6,1.361726,1.858078,-1.171519

182.3593,test,6,6,1.361733,1.858068,-1.171468

